y,ds
0.10186666666666666,2023-08-03 01:02:36.663644605
0.08106666666666666,2023-08-03 02:05:13.327289210
0.041666666666666664,2023-08-03 03:07:49.990933815
0.04239999999999999,2023-08-03 04:10:26.654578420
0.09063333333333334,2023-08-03 05:13:03.318223025
0.43566666666666665,2023-08-03 06:15:39.981867630
0.7335666666666668,2023-08-03 07:18:16.645512235
1.3085000000000002,2023-08-03 08:20:53.309156840
1.5046333333333333,2023-08-03 09:23:29.972801445
1.5606666666666669,2023-08-03 10:26:06.636446050
1.0990333333333335,2023-08-03 11:28:43.300090655
0.7681000000000001,2023-08-03 12:31:19.963735260
0.5517333333333334,2023-08-03 13:33:56.627379865
0.6242666666666667,2023-08-03 14:36:33.291024470
0.7816333333333333,2023-08-03 15:39:09.954669075
0.7910666666666667,2023-08-03 16:41:46.618313680
0.7178666666666668,2023-08-03 17:44:23.281958285
0.6600000000000001,2023-08-03 18:46:59.945602890
0.7899333333333334,2023-08-03 19:49:36.609247495
0.7291,2023-08-03 20:52:13.272892100
0.6880333333333333,2023-08-03 21:54:49.936536705
0.6009333333333334,2023-08-03 22:57:26.600181310
0.6003333333333334,2023-08-04 00:00:03.263825915
0.5253666666666668,2023-08-04 01:02:39.927470520
0.5099000000000001,2023-08-04 02:05:16.591115125
0.45193333333333346,2023-08-04 03:07:53.254759730
0.3071333333333334,2023-08-04 04:10:29.918404335
0.15786666666666674,2023-08-04 05:13:06.582048940
0.33583333333333343,2023-08-04 06:15:43.245693545
0.44003333333333344,2023-08-04 07:18:19.909338150
0.9084,2023-08-04 08:20:56.572982755
1.0683,2023-08-04 09:23:33.236627360
1.3095333333333334,2023-08-04 10:26:09.900271965
1.2179,2023-08-04 11:28:46.563916570
1.1803666666666668,2023-08-04 12:31:23.227561175
1.0311000000000001,2023-08-04 13:33:59.891205780
0.7734333333333333,2023-08-04 14:36:36.554850385
0.6195333333333334,2023-08-04 15:39:13.218494990
0.553,2023-08-04 16:41:49.882139595
0.5659333333333334,2023-08-04 17:44:26.545784200
0.6166333333333334,2023-08-04 18:47:03.209428805
0.7213000000000002,2023-08-04 19:49:39.873073410
0.7200333333333334,2023-08-04 20:52:16.536718015
0.5861666666666667,2023-08-04 21:54:53.200362620
0.43370000000000003,2023-08-04 22:57:29.864007225
0.3698333333333334,2023-08-05 00:00:06.527651830
0.43960000000000005,2023-08-05 01:02:43.191296435
0.7909666666666668,2023-08-05 02:05:19.854941040
0.9014000000000001,2023-08-05 03:07:56.518585645
0.8887,2023-08-05 04:10:33.182230250
0.5214333333333334,2023-08-05 05:13:09.845874855
0.3687,2023-08-05 06:15:46.509519460
0.33223333333333344,2023-08-05 07:18:23.173164065
0.24913333333333343,2023-08-05 08:20:59.836808670
0.2651333333333334,2023-08-05 09:23:36.500453275
0.2784666666666667,2023-08-05 10:26:13.164097880
0.37520000000000003,2023-08-05 11:28:49.827742485
0.4542000000000001,2023-08-05 12:31:26.491387090
0.35866666666666674,2023-08-05 13:34:03.155031695
0.3385000000000001,2023-08-05 14:36:39.818676300
0.26300000000000007,2023-08-05 15:39:16.482320905
0.40886666666666677,2023-08-05 16:41:53.145965510
0.4479666666666667,2023-08-05 17:44:29.809610115
0.4278000000000001,2023-08-05 18:47:06.473254720
0.37686666666666674,2023-08-05 19:49:43.136899325
0.5765000000000001,2023-08-05 20:52:19.800543930
0.6372333333333334,2023-08-05 21:54:56.464188535
0.6579,2023-08-05 22:57:33.127833140
0.4141000000000001,2023-08-06 00:00:09.791477745
0.33196666666666674,2023-08-06 01:02:46.455122350
0.2605666666666668,2023-08-06 02:05:23.118766955
0.19206666666666675,2023-08-06 03:07:59.782411560
0.16780000000000006,2023-08-06 04:10:36.446056165
0.07623333333333342,2023-08-06 05:13:13.109700770
0.07880000000000008,2023-08-06 06:15:49.773345375
0.1277333333333334,2023-08-06 07:18:26.436989980
0.21453333333333338,2023-08-06 08:21:03.100634585
0.20890000000000009,2023-08-06 09:23:39.764279190
0.33670000000000005,2023-08-06 10:26:16.427923795
0.30860000000000004,2023-08-06 11:28:53.091568400
0.42676666666666674,2023-08-06 12:31:29.755213005
0.32350000000000007,2023-08-06 13:34:06.418857610
0.34936666666666677,2023-08-06 14:36:43.082502215
0.34936666666666677,2023-08-06 15:39:19.746146820
0.5256333333333334,2023-08-06 16:41:56.409791425
0.763,2023-08-06 17:44:33.073436030
0.9467,2023-08-06 18:47:09.737080635
0.9113666666666665,2023-08-06 19:49:46.400725240
0.7148,2023-08-06 20:52:23.064369845
0.5057,2023-08-06 21:54:59.728014450
0.3988333333333333,2023-08-06 22:57:36.391659055
0.4490333333333334,2023-08-07 00:00:13.055303660
0.6152666666666667,2023-08-07 01:02:49.718948265
0.6411666666666667,2023-08-07 02:05:26.382592870
0.4782666666666666,2023-08-07 03:08:03.046237475
0.236,2023-08-07 04:10:39.709882080
0.19366666666666665,2023-08-07 05:13:16.373526685
0.22076666666666667,2023-08-07 06:15:53.037171290
0.16936666666666667,2023-08-07 07:18:29.700815895
0.09593333333333333,2023-08-07 08:21:06.364460500
0.07516666666666667,2023-08-07 09:23:43.028105105
0.19210000000000002,2023-08-07 10:26:19.691749710
0.5637,2023-08-07 11:28:56.355394315
0.8590333333333334,2023-08-07 12:31:33.019038920
0.9863666666666667,2023-08-07 13:34:09.682683525
0.9244,2023-08-07 14:36:46.346328130
0.9921333333333333,2023-08-07 15:39:23.009972735
0.9987,2023-08-07 16:41:59.673617340
0.969,2023-08-07 17:44:36.337261945
0.9878,2023-08-07 18:47:13.000906550
0.9806,2023-08-07 19:49:49.664551155
1.0075,2023-08-07 20:52:26.328195760
0.8359666666666666,2023-08-07 21:55:02.991840365
0.8344666666666666,2023-08-07 22:57:39.655484970
0.6869999999999999,2023-08-08 00:00:16.319129575
0.5714666666666667,2023-08-08 01:02:52.982774180
0.3976,2023-08-08 02:05:29.646418785
0.5781666666666667,2023-08-08 03:08:06.310063390
0.49920000000000003,2023-08-08 04:10:42.973707995
0.7190333333333334,2023-08-08 05:13:19.637352600
0.5786333333333333,2023-08-08 06:15:56.300997205
0.5868666666666668,2023-08-08 07:18:32.964641810
0.3177666666666667,2023-08-08 08:21:09.628286415
0.08479999999999999,2023-08-08 09:23:46.291931020
0.13173333333333334,2023-08-08 10:26:22.955575625
0.21119999999999997,2023-08-08 11:28:59.619220230
0.3946,2023-08-08 12:31:36.282864835
0.4660333333333333,2023-08-08 13:34:12.946509440
0.7073,2023-08-08 14:36:49.610154045
0.8789333333333333,2023-08-08 15:39:26.273798650
1.1611333333333334,2023-08-08 16:42:02.937443255
1.3319,2023-08-08 17:44:39.601087860
1.1954666666666667,2023-08-08 18:47:16.264732465
0.8944666666666667,2023-08-08 19:49:52.928377070
0.6553333333333333,2023-08-08 20:52:29.592021675
0.6163666666666666,2023-08-08 21:55:06.255666280
0.6780666666666667,2023-08-08 22:57:42.919310885
0.5346333333333333,2023-08-09 00:00:19.582955490
0.46186666666666665,2023-08-09 01:02:56.246600095
0.41786666666666666,2023-08-09 02:05:32.910244700
0.4591333333333334,2023-08-09 03:08:09.573889305
0.43276666666666674,2023-08-09 04:10:46.237533910
0.35216666666666674,2023-08-09 05:13:22.901178515
0.23743333333333339,2023-08-09 06:15:59.564823120
0.1474333333333334,2023-08-09 07:18:36.228467725
0.09466666666666672,2023-08-09 08:21:12.892112330
0.05163333333333337,2023-08-09 09:23:49.555756935
0.08173333333333337,2023-08-09 10:26:26.219401540
0.12603333333333336,2023-08-09 11:29:02.883046145
0.2770000000000001,2023-08-09 12:31:39.546690750
0.6127666666666667,2023-08-09 13:34:16.210335355
0.8172666666666667,2023-08-09 14:36:52.873979960
0.8941333333333334,2023-08-09 15:39:29.537624565
0.8895666666666667,2023-08-09 16:42:06.201269170
0.9899333333333334,2023-08-09 17:44:42.864913775
1.0758,2023-08-09 18:47:19.528558380
0.8306666666666667,2023-08-09 19:49:56.192202985
0.6569333333333335,2023-08-09 20:52:32.855847590
0.5457666666666667,2023-08-09 21:55:09.519492195
0.5452333333333335,2023-08-09 22:57:46.183136800
0.4449333333333334,2023-08-10 00:00:22.846781405
0.39300000000000007,2023-08-10 01:02:59.510426010
0.41983333333333345,2023-08-10 02:05:36.174070615
0.3866333333333334,2023-08-10 03:08:12.837715220
0.4484333333333334,2023-08-10 04:10:49.501359825
0.48676666666666674,2023-08-10 05:13:26.165004430
0.5125333333333334,2023-08-10 06:16:02.828649035
0.4443000000000001,2023-08-10 07:18:39.492293640
0.28130000000000005,2023-08-10 08:21:16.155938245
0.1994666666666667,2023-08-10 09:23:52.819582850
0.062033333333333406,2023-08-10 10:26:29.483227455
0.04496666666666674,2023-08-10 11:29:06.146872060
0.06560000000000006,2023-08-10 12:31:42.810516665
0.29426666666666673,2023-08-10 13:34:19.474161270
0.5173000000000001,2023-08-10 14:36:56.137805875
0.8381333333333334,2023-08-10 15:39:32.801450480
0.7862,2023-08-10 16:42:09.465095085
0.7835666666666667,2023-08-10 17:44:46.128739690
0.7298666666666668,2023-08-10 18:47:22.792384295
0.7476666666666668,2023-08-10 19:49:59.456028900
0.6241000000000001,2023-08-10 20:52:36.119673505
0.5080000000000001,2023-08-10 21:55:12.783318110
0.5310666666666668,2023-08-10 22:57:49.446962715
0.6583333333333334,2023-08-11 00:00:26.110607320
0.6394666666666667,2023-08-11 01:03:02.774251925
0.4787666666666668,2023-08-11 02:05:39.437896530
0.3901000000000001,2023-08-11 03:08:16.101541135
0.30320000000000014,2023-08-11 04:10:52.765185740
0.2886666666666668,2023-08-11 05:13:29.428830345
0.2313666666666668,2023-08-11 06:16:06.092474950
0.2080000000000001,2023-08-11 07:18:42.756119555
0.3181000000000001,2023-08-11 08:21:19.419764160
0.28936666666666677,2023-08-11 09:23:56.083408765
0.24766666666666678,2023-08-11 10:26:32.747053370
0.2249000000000001,2023-08-11 11:29:09.410697975
0.24820000000000011,2023-08-11 12:31:46.074342580
0.3167000000000001,2023-08-11 13:34:22.737987185
0.4685333333333334,2023-08-11 14:36:59.401631790
0.7219000000000001,2023-08-11 15:39:36.065276395
0.9047333333333335,2023-08-11 16:42:12.728921000
0.8670666666666668,2023-08-11 17:44:49.392565605
0.8710333333333334,2023-08-11 18:47:26.056210210
0.8648666666666668,2023-08-11 19:50:02.719854815
1.0425666666666669,2023-08-11 20:52:39.383499420
1.0792333333333335,2023-08-11 21:55:16.047144025
1.0079333333333336,2023-08-11 22:57:52.710788630
0.9290666666666668,2023-08-12 00:00:29.374433235
0.7707,2023-08-12 01:03:06.038077840
0.6984,2023-08-12 02:05:42.701722445
0.42670000000000013,2023-08-12 03:08:19.365367050
0.27563333333333345,2023-08-12 04:10:56.029011655
0.21356666666666682,2023-08-12 05:13:32.692656260
0.15546666666666684,2023-08-12 06:16:09.356300865
0.1573666666666668,2023-08-12 07:18:46.019945470
0.14600000000000016,2023-08-12 08:21:22.683590075
0.1868333333333335,2023-08-12 09:23:59.347234680
0.16246666666666681,2023-08-12 10:26:36.010879285
0.15856666666666683,2023-08-12 11:29:12.674523890
0.11086666666666682,2023-08-12 12:31:49.338168495
0.07273333333333348,2023-08-12 13:34:26.001813100
0.04456666666666681,2023-08-12 14:37:02.665457705
0.07063333333333349,2023-08-12 15:39:39.329102310
0.14440000000000017,2023-08-12 16:42:15.992746915
0.25550000000000017,2023-08-12 17:44:52.656391520
0.2522333333333335,2023-08-12 18:47:29.320036125
0.3076333333333335,2023-08-12 19:50:05.983680730
0.3289666666666668,2023-08-12 20:52:42.647325335
0.3780333333333335,2023-08-12 21:55:19.310969940
0.38030000000000014,2023-08-12 22:57:55.974614545
0.35330000000000017,2023-08-13 00:00:32.638259150
0.5262333333333334,2023-08-13 01:03:09.301903755
0.46886666666666676,2023-08-13 02:05:45.965548360
0.39790000000000014,2023-08-13 03:08:22.629192965
0.2041333333333335,2023-08-13 04:10:59.292837570
0.2365666666666668,2023-08-13 05:13:35.956482175
0.5853666666666668,2023-08-13 06:16:12.620126780
0.5531000000000001,2023-08-13 07:18:49.283771385
0.682,2023-08-13 08:21:25.947415990
0.4113666666666668,2023-08-13 09:24:02.611060595
0.4028666666666669,2023-08-13 10:26:39.274705200
0.25450000000000017,2023-08-13 11:29:15.938349805
0.16606666666666683,2023-08-13 12:31:52.601994410
0.13530000000000017,2023-08-13 13:34:29.265639015
0.048400000000000165,2023-08-13 14:37:05.929283620
0.02780000000000017,2023-08-13 15:39:42.592928225
0.048733333333333496,2023-08-13 16:42:19.256572830
0.09526666666666683,2023-08-13 17:44:55.920217435
0.2471333333333335,2023-08-13 18:47:32.583862040
0.3065666666666669,2023-08-13 19:50:09.247506645
0.3836666666666668,2023-08-13 20:52:45.911151250
0.3023000000000002,2023-08-13 21:55:22.574795855
0.30726666666666685,2023-08-13 22:57:59.238440460
0.3184333333333335,2023-08-14 00:00:35.902085065
0.36420000000000025,2023-08-14 01:03:12.565729670
0.3779333333333335,2023-08-14 02:05:49.229374275
0.3650333333333335,2023-08-14 03:08:25.893018880
0.2582000000000002,2023-08-14 04:11:02.556663485
0.23050000000000018,2023-08-14 05:13:39.220308090
0.19096666666666684,2023-08-14 06:16:15.883952695
0.29603333333333354,2023-08-14 07:18:52.547597300
0.3370333333333335,2023-08-14 08:21:29.211241905
0.28983333333333355,2023-08-14 09:24:05.874886510
0.20286666666666686,2023-08-14 10:26:42.538531115
0.16600000000000018,2023-08-14 11:29:19.202175720
0.15153333333333352,2023-08-14 12:31:55.865820325
0.13470000000000018,2023-08-14 13:34:32.529464930
0.058966666666666855,2023-08-14 14:37:09.193109535
0.19266666666666685,2023-08-14 15:39:45.856754140
0.22030000000000016,2023-08-14 16:42:22.520398745
0.4238333333333335,2023-08-14 17:44:59.184043350
0.7205333333333336,2023-08-14 18:47:35.847687955
1.1050666666666669,2023-08-14 19:50:12.511332560
1.2498000000000002,2023-08-14 20:52:49.174977165
0.9471000000000003,2023-08-14 21:55:25.838621770
0.7928333333333336,2023-08-14 22:58:02.502266375
0.7820666666666668,2023-08-15 00:00:39.165910980
0.9778000000000002,2023-08-15 01:03:15.829555585
1.0284000000000002,2023-08-15 02:05:52.493200190
0.9105000000000002,2023-08-15 03:08:29.156844795
0.8442666666666669,2023-08-15 04:11:05.820489400
0.6758333333333336,2023-08-15 05:13:42.484134005
0.6063333333333336,2023-08-15 06:16:19.147778610
0.5070333333333336,2023-08-15 07:18:55.811423215
0.4150000000000002,2023-08-15 08:21:32.475067820
0.4973666666666669,2023-08-15 09:24:09.138712425
0.4155666666666669,2023-08-15 10:26:45.802357030
0.47053333333333364,2023-08-15 11:29:22.466001635
0.4914666666666669,2023-08-15 12:31:59.129646240
0.5608333333333336,2023-08-15 13:34:35.793290845
0.5128666666666669,2023-08-15 14:37:12.456935450
0.2726666666666669,2023-08-15 15:39:49.120580055
0.2523333333333336,2023-08-15 16:42:25.784224660
0.23536666666666686,2023-08-15 17:45:02.447869265
0.3424000000000002,2023-08-15 18:47:39.111513870
0.6461333333333336,2023-08-15 19:50:15.775158475
0.9026000000000002,2023-08-15 20:52:52.438803080
1.1524333333333334,2023-08-15 21:55:29.102447685
1.066666666666667,2023-08-15 22:58:05.766092290
1.017466666666667,2023-08-16 00:00:42.429736895
0.9332333333333337,2023-08-16 01:03:19.093381500
1.0048333333333337,2023-08-16 02:05:55.757026105
1.1891000000000005,2023-08-16 03:08:32.420670710
1.1528000000000003,2023-08-16 04:11:09.084315315
0.937866666666667,2023-08-16 05:13:45.747959920
0.5795000000000002,2023-08-16 06:16:22.411604525
0.46833333333333366,2023-08-16 07:18:59.075249130
0.4200000000000003,2023-08-16 08:21:35.738893735
0.3675000000000003,2023-08-16 09:24:12.402538340
0.29213333333333363,2023-08-16 10:26:49.066182945
0.29203333333333364,2023-08-16 11:29:25.729827550
0.2807000000000003,2023-08-16 12:32:02.393472155
0.6830333333333337,2023-08-16 13:34:39.057116760
0.7609000000000004,2023-08-16 14:37:15.720761365
0.7451333333333335,2023-08-16 15:39:52.384405970
0.35533333333333356,2023-08-16 16:42:29.048050575
0.13413333333333363,2023-08-16 17:45:05.711695180
0.2872333333333336,2023-08-16 18:47:42.375339785
0.3615000000000003,2023-08-16 19:50:19.038984390
0.8050666666666669,2023-08-16 20:52:55.702628995
0.9318000000000004,2023-08-16 21:55:32.366273600
1.0116333333333338,2023-08-16 22:58:09.029918205
0.8977000000000004,2023-08-17 00:00:45.693562810
0.787666666666667,2023-08-17 01:03:22.357207415
0.901066666666667,2023-08-17 02:05:59.020852020
0.7843000000000003,2023-08-17 03:08:35.684496625
0.7807333333333338,2023-08-17 04:11:12.348141230
0.6830666666666669,2023-08-17 05:13:49.011785835
0.6840333333333337,2023-08-17 06:16:25.675430440
0.6430333333333337,2023-08-17 07:19:02.339075045
0.4897000000000003,2023-08-17 08:21:39.002719650
0.349366666666667,2023-08-17 09:24:15.666364255
0.561866666666667,2023-08-17 10:26:52.330008860
0.8553666666666668,2023-08-17 11:29:28.993653465
0.9578333333333336,2023-08-17 12:32:05.657298070
0.6772333333333336,2023-08-17 13:34:42.320942675
0.5466333333333336,2023-08-17 14:37:18.984587280
0.409966666666667,2023-08-17 15:39:55.648231885
0.34313333333333357,2023-08-17 16:42:32.311876490
0.11376666666666696,2023-08-17 17:45:08.975521095
0.2984000000000003,2023-08-17 18:47:45.639165700
0.3171000000000003,2023-08-17 19:50:22.302810305
0.5872333333333336,2023-08-17 20:52:58.966454910
0.5697333333333336,2023-08-17 21:55:35.630099515
0.6868000000000003,2023-08-17 22:58:12.293744120
0.5985333333333337,2023-08-18 00:00:48.957388725
0.8503333333333337,2023-08-18 01:03:25.621033330
1.180366666666667,2023-08-18 02:06:02.284677935
1.3192666666666673,2023-08-18 03:08:38.948322540
1.1416000000000004,2023-08-18 04:11:15.611967145
0.8879000000000002,2023-08-18 05:13:52.275611750
0.7480333333333337,2023-08-18 06:16:28.939256355
0.6660000000000004,2023-08-18 07:19:05.602900960
0.5982333333333336,2023-08-18 08:21:42.266545565
0.6041000000000003,2023-08-18 09:24:18.930190170
0.5501333333333336,2023-08-18 10:26:55.593834775
0.45896666666666697,2023-08-18 11:29:32.257479380
0.518566666666667,2023-08-18 12:32:08.921123985
0.5082333333333336,2023-08-18 13:34:45.584768590
0.4750666666666669,2023-08-18 14:37:22.248413195
0.2863000000000003,2023-08-18 15:39:58.912057800
0.26770000000000027,2023-08-18 16:42:35.575702405
0.3149333333333337,2023-08-18 17:45:12.239347010
0.2563000000000003,2023-08-18 18:47:48.902991615
0.231666666666667,2023-08-18 19:50:25.566636220
0.3068000000000003,2023-08-18 20:53:02.230280825
0.452066666666667,2023-08-18 21:55:38.893925430
0.685066666666667,2023-08-18 22:58:15.557570035
0.8900666666666669,2023-08-19 00:00:52.221214640
1.0181333333333336,2023-08-19 01:03:28.884859245
0.9113000000000002,2023-08-19 02:06:05.548503850
